src/tools/runops_api.rs	RunOps API tool bridging external operations.	High
src/tools/traits.rs	Tool trait definitions and result schema.	High
src/tools/file_read.rs	Tool reading files with validation.	High
src/tools/browser_open.rs	Tool opening URLs in browser.	High
src/tools/screenshot.rs	Tool capturing screenshots for context.	High
src/tools/mod.rs	Tools module exporting individual executors.	High
src/tools/file_write.rs	Tool writing files with permissions.	High
src/tools/memory_recall.rs	Tool fetching stored memories by query.	High
src/tools/image_info.rs	Tool extracting metadata from images.	High
src/doctor/mod.rs	Doctor module checks runtime health.	High
docs/renewal-next-step-playbook.md	Playbook describing renewal next steps.	Low
docs/pr-workflow.md	PR workflow documentation.	Low
docs/architecture.svg	Architecture diagram asset.	Low
docs/ci-map.md	CI map describing automation flow.	Low
docs/renewal-execution-plan.md	Execution plan for renewal initiative.	Low
src/config/mod.rs	Config module coordinating schema loading.	High
src/health/mod.rs	Health module exposing readiness endpoints.	High
src/config/schema.rs	Defines configuration schema structs.	High
src/runtime/traits.rs	Runtime adapter trait definitions for execution.	High
src/runtime/mod.rs	Runtime module loading native/docker adapters.	High
src/runtime/docker.rs	Docker runtime adapter launching containers.	High
src/runtime/native.rs	Native runtime adapter for in-process execution.	High
src/memory/mod.rs	Memory module selecting backend implementations.	High
src/memory/chunker.rs	Chunker splits text into manageable blocks.	High
src/memory/vector.rs	Vector memory storing embeddings for recall.	High
src/memory/sqlite.rs	SQLite memory backend persisting vectors.	High
src/memory/markdown.rs	Markdown memory backend serializing logs.	High
src/memory/hygiene.rs	Memory hygiene routines pruning stale entries.	High
src/memory/traits.rs	Memory trait definitions for CRUD operations.	High
src/memory/embeddings.rs	Embeddings helpers generating vectors from text.	High
